m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,1679794,0.01,34.79,25,Real's GRAVITY,800102,111,3.93,6561,29291,440235,
0,2628556,0.01,59.8,5246,rustbell's AnotheR,521340,83,3.35,1290,23346,446287,
0,1983452,0.01,69.33,5582,Shiinoha's Insane,890981,200,3.04,34893,32358,437257,
64,172501,0.01,78.08,5440,HARD,57192,95,2.61,150316,90161,379320,
0,1582592,0.01,0.09,1,Mao's Easy,751773,150,0.97,661923,45665,424043,
256,1130163,0.01,61.37,5246,SPECIAL,533472,107,3.94,58054,53904,415729,4
64,2290542,0.01,73.11,5648,DH's Hard,1076218,102,2.75,18918,29583,440001,4
64,632523,0.01,80.54,5075,Moecho's Monogatari,270407,97,2.47,446590,70538,399095,
0,44694,0.01,55.36,4142,Standard,11742,107,2.68,10733,118643,351047,
64,1891820,0.01,76.53,5440,Extra,906565,231,3.08,5220,38372,431297,
0,2571377,0.01,21.52,1,Normal,1044193,114,2.09,54258,24946,444614,4
0,2019981,0.01,0,1,FunnyA's Normal,960258,206,1.18,173223,33059,436922,
64,3624096,0.01,75.08,5440,HARD LV.24,1680354,120,2.62,16065,10148,459449,4
0,1118311,0.01,69.49,5582,Doomsday,527082,105,2.83,37842,55191,414473,
0,4116760,0.01,67.79,5582,Insane,1979148,117,3.78,525,1184,468450,4
0,306038,0.01,51.56,1950,Lunatic,111611,195,2.56,145007,85192,384327,
0,306018,0.01,42.41,103,Extra,111611,206,2.64,65380,85192,384327,
0,811925,0.01,57.65,4142,III,347136,301,2.85,37436,67320,402381,
0,1886274,0.01,77.12,5440,The Zone,903585,301,3.45,3456,38592,430938,
0,1787835,0.01,68.06,5582,Embezzlement,855669,516,3.89,3078,36845,432787,
0,2318237,0.01,55.58,4142,Glitch,1109353,282,3.02,3186,28183,441449,
0,1083116,0.01,29.1,2,Normal,509270,122,2.22,31275,54517,415122,4
256,2838057,0.01,102.85,3998,FAMoss' EXHAUST,1358905,115,4.59,14823,12828,456770,4
0,2506205,0.01,87.32,4716,Plaudible's Insane,1170697,179,3.03,15224,25067,444574,
0,167300,0.01,59.79,5246,Insane,55082,178,2.97,37610,89940,379526,
64,807837,0.01,123.81,3374,Hyper,368451,111,2.92,188093,63658,405995,4
64,753050,0.01,72.06,5648,5K HD,340430,87,2.34,22748,59831,409802,5
0,909112,0.01,60.81,5246,Maruk's Insane,225905,89,3.18,25611,56336,413297,
0,1966951,0.01,57.37,4142,COOLEST,941964,87,3.2,8217,37200,432433,
64,952515,0.01,68.97,5582,Entering The Blight,442983,311,2.73,70782,61271,408368,
0,3533482,0.01,75.72,5440,Ultimate Divine Creation,528000,214,4.68,1004,5118,464525,
0,3533422,0.01,68.08,5582,frozz's Insane,528000,204,3.2,3204,5118,464525,
0,482147,0.01,56.93,4142,Extra,204159,216,3.02,71499,75293,394347,
0,2451494,0.01,51.5,1950,Artificial Star,1175337,434,2.72,20331,27201,442414,
256,2229754,0.01,85.93,4716,Jingle Bellz!!,1064967,128,4.38,8424,31577,438104,4
0,2039543,0.01,58.79,4142,Extreme,482382,253,4.18,75807,36565,433080,
0,975385,0.01,58.24,4142,Haifuri,455011,259,2.95,18256,56974,412665,
0,1962416,0.01,59.14,4142,Collab Expert,878327,252,2.92,26019,30171,439462,
0,1808437,0.01,63.6,5246,Lasse's Insane,842981,202,2.99,22374,40245,429412,
0,2034862,0.01,58.84,4142,OUTRAGE,970653,252,3.79,7083,34095,435530,
0,3765185,0.01,76.05,5440,Reform's Insane,1829285,152,3.19,4544,4945,464708,
0,1897952,0.01,61.94,5246,Lost,909534,214,3.45,5409,37864,431774,
0,4097533,0.01,12.15,1,Normal,1974438,88,1.87,22261,2355,467292,4
0,1961046,0.01,59.51,5246,a promise beyond the sky,938781,326,3.29,7236,37179,432459,
0,2191964,0.01,60.66,5246,Relentless,1048705,144,3.7,4116,22925,446709,
64,805972,0.01,43.54,103,Normal,366362,115,1.83,106144,61362,408271,4
0,1391631,0.01,58.58,4142,Extra Stage,656918,294,2.95,36450,47190,422486,
0,1649482,0.01,39.87,103,Extra,785677,151,2.59,8541,44492,425169,
0,1581508,0.01,51.19,1950,Shad0w1and's Summer,742294,118,2.94,12780,45355,424305,
0,950230,0.01,6.47,1,EZ,441781,48,1.4,22961,59604,410062,7
0,257980,0.01,41.94,103,Hard,95898,97,2.83,19263,88054,381435,7
0,2129420,0.01,60.76,5246,Phantasm,1017435,306,2.86,4905,34400,435235,
0,3797350,0.01,36.57,25,Nabori & Fragmented's Advanced,1831598,160,2.31,6175,6341,463299,
64,3296315,0.01,60.78,5246,Decku's NORMAL,1581028,114,2.39,7271,6952,462682,4
64,971528,0.01,72.12,5648,Purgatory,452965,339,2.72,100896,61808,407861,
0,2798374,0.01,68.93,5582,Humiliation,1351724,334,3.28,3532,4851,464782,
256,3244777,0.01,104.82,3842,HAELEQUIN,1588699,102,5.19,8649,12647,456996,4
0,3448659,0.01,35.62,25,Pairo's Normal,1687454,130,2.3,4801,10385,459204,4
0,1312979,0.01,20.25,1,Second Stage,622417,111,2.12,153495,38627,431037,4
0,1563453,0.01,59.05,4142,Hikari,741171,88,3.06,64368,44777,424774,
64,3423824,0.01,77.66,5440,Chanmann's Extra Stage,1670776,174,2.85,4799,12369,457149,
0,1603296,0.01,60.79,5246,NeilPerry's Extra,731933,202,3.39,5517,40690,428834,
0,2363101,0.01,43.5,103,Normal :3,1063740,194,2.36,48328,25808,443825,4
0,1987895,0.01,5.14,1,Easy,923488,133,1.16,53361,28999,440634,4
0,2569702,0.01,67.23,5582,Insane,1236164,255,2.9,5925,24643,445108,
256,1029950,0.01,72.29,5648,Night Sky,301331,172,4.71,32649,57471,412195,4
0,1804436,0.01,19.86,1,Rave's Normal,726545,154,2.06,37755,38530,431257,4
0,3250708,0.01,64.68,5582,ExNeko's EXHAUST,1494300,117,3.37,8743,14578,455303,4
2,2034201,0.01,48.21,541,Hard,971561,196,3.57,129816,36541,433096,4
0,986610,0.01,43.66,103,Meyrink's Insane,459293,88,2.66,218913,61937,407759,
0,1983010,0.01,70.79,5648,revisiting the past,949646,40,3.82,8901,29842,439808,4
0,3666536,0.01,56.73,4142,AnedeuwuAAa's Extreme Collab,1781620,263,3.44,25854,8117,461547,
0,3802260,0.01,69.1,5582,ITSWINTER'S EXTRA,1850895,199,3.34,3221,5766,463881,
0,850845,0.01,63.6,5246,Love,390383,105,2.95,68061,58461,411174,
0,683687,0.01,30.08,6,S.Demon's HD,301189,88,2.34,59123,68813,400828,4
0,1054883,0.01,22.54,1,Dell's NOVICE,495539,128,2.2,65620,58167,411477,4
0,1183928,0.01,61.83,5246,Tanuki,559843,309,3.06,16896,53339,416659,
0,3902181,0.01,54.5,4142,The Prisms of Our Dreams Intersect,1893645,304,3.12,1015,5680,463953,
256,2300588,0.01,61.06,5246,Insane,859797,222,4.12,27693,30071,439658,4
0,707054,0.01,58.13,4142,Hard,312601,129,2.87,13493,69046,400606,6
0,1413320,0.01,4.29,1,Normal,667988,50,1.7,7938,50627,420169,8
0,1872920,0.01,96.99,4181,ATing's Insane,895601,241,3.77,4383,34112,435816,4
0,1817358,0.01,55.71,4142,Karen's Another,869594,82,2.83,3258,39806,429827,
0,3268273,0.01,37.5,25,Normal,1600318,118,2.29,8481,13751,455930,4
0,319884,0.01,33.31,6,Ishi's NM,85802,111,2.48,24369,84704,384761,7
0,2149447,0.01,52.17,1950,Expert?,1027950,84,3.11,42039,31015,438625,
0,3919702,0.01,56.37,4142,The Awakening // Insane,1872905,88,3.75,395,2866,466992,7
0,1506487,0.01,52.71,1950,Light Insane,711420,189,2.9,79236,29686,439924,
0,2790439,0.01,57.52,4142,Blue Sky,1202718,278,2.84,12013,21192,448487,
0,1773500,0.01,7.18,1,Normal,848068,142,1.41,129375,41228,428449,
0,3481585,0.01,73.85,5648,NO TURNING BACK,1703895,180,3.14,542,10232,459403,
64,1882794,0.01,81.97,5075,A Gentle Rain To Wash Away My Overflowing Tears,901755,259,2.7,26793,38578,431158,
0,1879797,0.01,53.08,1950,Kyle73's Extra,899954,87,2.72,29583,39727,429791,
0,2219673,0.01,21.78,1,0,905599,121,1.9,6714,30217,439417,4
256,3797346,0.01,76.35,5440,MAXIMUM,1848553,116,4.11,4157,2847,466790,4
64,1737322,0.01,92.04,4345,Hard,829207,88,2.56,7321,13018,456638,4
64,2969183,0.01,59.43,4142,DH's Normal,1442901,87,2.17,54082,15158,454385,4
0,800947,0.01,60.21,5246,Guy's Extra,363882,104,3.27,21452,65528,404105,
0,3215357,0.01,69.69,5648,Connection,1574791,380,3.26,3327,14227,455476,
0,3046931,0.01,55,4142,Eloquence,1485927,268,3.08,974,14588,455045,
0,3607499,0.01,61.03,5246,A r M i N's Extreme,1742218,82,3.17,6595,10206,459442,
64,1014480,0.01,72.75,5648,Lunatic Collab,474862,108,2.84,121471,61377,408260,
0,2166352,0.01,12.55,1,Normal,1035167,114,1.41,94671,32072,437593,
0,65250,0.01,53.67,1950,Rin,18422,123,2.83,39430,113101,356364,
0,3345502,0.01,54.39,1950,Collab Insane,1627998,180,3.14,4356,10811,459029,4
256,2422799,0.01,89.62,4345,7K Collab Justice,1000065,273,5.9,1449,21298,448335,7
64,2354829,0.01,64.28,5246,422's hard,1088978,87,2.26,12624,24018,445618,4
64,3880321,0.01,73.02,5648,Normal,1884632,96,2.3,1002,2439,467210,4
0,2915669,0.01,53.48,1950,Dreams of Tomorrow,1414588,262,2.83,8684,19833,449803,
0,2852116,0.01,53.08,1950,The Images of My Life,1380291,191,2.9,20513,14034,456098,
0,2360394,0.01,64.96,5582,Fated Despair,1129947,311,3.24,9756,27839,441831,
0,2100419,0.01,13.55,1,Hard,1003554,109,2.31,67446,33721,435912,
0,240357,0.01,0.67,1,Normal,87921,88,1.02,632653,89859,379605,
0,3707432,0.01,63.85,5246,Special,1807751,193,2.65,509,6670,462970,
0,1214829,0.01,63.42,5246,Irohas' Insane,568914,90,2.82,16695,51333,418440,
0,2054194,0.01,75.83,5440,Shani's Expert,938437,157,3.9,1260,36220,433428,
0,3833111,0.01,55.09,4142,Ascended's Extra,1863429,89,3.31,2412,6765,462868,
64,747141,0.01,57.23,4142,NM+,333351,88,2.18,22064,69033,400600,4
64,545058,0.01,57.61,4142,Normal,235122,118,2.2,33761,58211,411454,4
0,941147,0.01,55.63,4142,Eternal Yuri,437030,94,2.91,33846,62372,407261,
0,2495051,0.01,54.48,1950,MirashMyMommy Collab,1179276,245,3.26,4599,24301,445331,
256,1673731,0.01,71.91,5648,INFINITE,796928,109,4.34,7348,10725,458911,4
0,2582808,0.01,52.91,1950,Extreme,1242330,120,2.98,5748,20216,449491,
64,1826134,0.01,20.56,1,Hard,873667,161,2.02,57951,40504,429136,
0,43001,0.01,50.18,1950,orion is Mystes,10938,85,3.02,16401,119365,350101,
0,46916,0.01,58.71,4142,Collab,12504,199,3.04,10902,118019,351450,
0,2054310,0.01,0,1,Normal,981616,103,1.75,179946,35039,435012,
0,3553117,0.01,74.52,5440,Expert,1715035,80,4.95,1000,10149,459484,
0,3459827,0.01,44.29,103,Falling Up,1434388,224,2.65,8410,12189,457746,
0,2042429,0.01,59.09,4142,"Jealous Theater ""666th Act""",975881,257,2.84,35730,33276,436618,
0,3338283,0.01,57.09,4142,captin's Extra,1508502,202,3.7,3054,10614,459018,
0,3881975,0.01,53.9,1950,One Day,1885359,224,3.02,603,3876,465644,
0,2050721,0.01,10.87,1,Advanced,895391,144,2.08,314343,36333,433311,
0,1532896,0.01,62.35,5246,Depths' Starlight Future Extra,695957,199,2.87,6390,44181,425361,
0,2430973,0.01,54.84,4142,Aurora,1165549,334,2.64,6325,24144,445561,
0,2688041,0.01,45.97,541,Present,1281806,155,2.9,2714,14194,455325,6
0,3173795,0.01,54.85,4142,HAI HAI HAI!!!,1553417,269,3.39,10912,12346,457391,
0,1557509,0.01,53.83,1950,Insomnia,738045,221,2.92,9126,46062,423590,
0,1806994,0.01,36.41,25,Normal,720294,260,2.31,24768,41127,428523,
64,1559974,0.01,93.99,4345,FINAL STAGE,739262,218,2.79,257337,44660,425010,
64,1905638,0.01,55.36,4142,NOVICE,892380,119,2.12,58788,34177,435471,4
0,254370,0.01,56.75,4142,Frobe's Extra,94506,183,2.91,47261,79690,390015,
0,927964,0.01,18.7,1,Normal,430151,97,1.97,68616,55688,413987,4
64,1986766,0.01,72.85,5648,SMOKELIND's Extra,949071,112,2.4,24363,34137,435508,
0,303385,0.01,54.94,4142,Insane,117826,86,2.7,39965,85484,384017,
0,389995,0.01,52.58,1950,7K SC,136986,88,3.15,18875,81367,388266,7
0,2319114,0.01,57.56,4142,Insane,1109772,238,2.86,5652,29360,440292,
0,2144316,0.01,60.57,5246,Love,1025210,112,3.34,6570,32007,437669,
64,1783812,0.01,70.57,5648,Cuddle,853519,92,2.46,381915,41351,428157,
64,2451194,0.01,55.41,4142,NiNo's Insane,1174505,74,2.56,169703,26308,443343,
0,1712550,0.01,26.93,2,Quasar / Envory's Normal,718316,114,2.2,54036,41587,428000,4
0,2374611,0.01,67.82,5582,Extra,1098258,274,3.22,6048,27863,441789,
256,967643,0.01,64.21,5246,MX,451070,139,4.13,13794,56933,412763,4
64,1996783,0.01,85.14,4716,YOU LOSE,955866,170,2.66,30933,36895,432986,
0,155913,0.01,14.53,1,Hard,50763,75,2.49,566309,97524,371941,
0,140591,0.01,63.78,5246,Lunatic,44935,112,2.96,33687,91325,378139,
0,3495348,0.01,57.24,4142,Firika's Expert,1710593,123,3.43,4147,11923,457601,
0,2199558,0.01,50.63,1950,Mindmaster's Le predateur,1052509,85,2.81,13176,32292,437382,
0,871542,0.01,50.03,1950,-Yuzuriha's Insane,271159,170,3.07,448400,64490,405163,
64,2138390,0.01,39.32,25,Minorsonek's Sakura,1003554,122,3.14,31194,33721,435912,
64,1636304,0.01,28.82,2,Power Up,779173,141,2.51,26730,38603,431055,
0,3257674,0.01,52.16,1950,Expert,1594928,163,2.75,6600,14477,455176,
0,3612054,0.01,61.69,5246,Akitoshi's Insane,1764643,230,2.81,5994,10351,459301,
64,2635643,0.01,67.69,5582,Darling,1268240,84,2.94,11065,22331,447302,4
0,1771458,0.01,68.17,5582,7K Maxus' Hard,845135,146,3.67,10044,33273,436362,7
0,25560,0.01,59.61,5246,Insane,5010,99,2.81,8552,125494,343985,
64,2491571,0.01,48.18,541,Normal,1196084,101,1.92,64470,25454,444051,4
0,1255789,0.01,42.46,103,Titan,593620,86,2.47,551089,55197,414436,
0,2258972,0.01,53.82,1950,Insane,1079727,260,3.48,3438,31089,438563,
0,2549511,0.01,28.84,2,Advanced,1094309,87,2.21,38047,25450,444136,4
0,32570,0.01,58.62,4142,Impossibly Intense,7671,253,2.82,34902,123028,346599,
0,2736242,0.01,57.24,4142,"Farewell, my Youth",1320850,214,2.98,5769,17607,452034,
0,2934245,0.01,60.35,5246,SPKZ'S EXHAUST,1420652,117,3.5,4702,14740,455112,
0,2788522,0.01,54.73,4142,Promise,1346489,264,2.68,2320,21748,447921,
0,535190,0.01,53.65,1950,Kihhou's Extra,230022,228,2.69,24064,61199,408433,
0,99342,0.01,54.14,1950,Insane,30012,143,2.95,214949,104411,365106,
0,1145026,0.01,59.93,5246,Our Story,539950,368,2.83,8064,57810,411823,
256,968369,0.01,70.25,5648,Xing vs. Neko's 4K Another,436217,116,4.12,27225,43075,426574,4
0,3676385,0.01,84.25,5075,ADVENT / GAZIMAL,1793818,349,4.53,2199,8418,461235,
0,2219881,0.01,63.16,5246,Acyl's Extra (#4),1060190,113,3.18,2334,17893,451674,
0,2854131,0.01,70.26,5648,Kalibe's Extra,1350530,118,3.12,1772,15287,454481,
0,3187194,0.01,63.8,5246,AdveNt's Extra,1481802,256,3.57,2394,14487,455146,
64,374841,0.01,69.26,5582,Insane,152249,88,2.64,578621,82125,387508,
64,1520547,0.01,67.18,5582,Hard,720193,222,2.76,18729,39616,430240,
0,3153514,0.01,56,4142,Blossom,1542760,221,2.76,1744,16713,452930,
0,2076801,0.01,67.83,5582,SMOKELIND's Extreme,985170,76,3.61,6057,33613,436105,
0,2250658,0.01,54.63,4142,Insane,1075602,212,3.09,7713,31735,437903,
0,2222880,0.01,86.13,4716,Murder,1061535,170,4.98,7983,30948,438707,
0,3107331,0.01,40.95,103,Heatwave's Expert,1514399,84,2.68,25886,17524,452133,
0,3332936,0.01,57.95,4142,Last Disorder,1632819,120,3.14,9174,9634,460019,
0,1804279,0.01,79.52,5075,Revenant,862573,369,4.02,4581,37831,431667,
0,634479,0.01,48.79,541,We Will Wait,204453,344,2.77,54925,72561,397072,
0,1541092,0.01,56.72,4142,Insane,730205,101,2.87,9963,45148,424749,
0,1419954,0.01,58.96,4142,Extra,671597,207,2.83,10728,39201,430480,
0,2339967,0.01,62.26,5246,Dive to Future!!,1119975,273,2.95,4974,16860,452775,
0,2856775,0.01,54.71,4142,Shizurre's Shining Stars,1382779,270,2.71,6212,19273,450386,
64,1977218,0.01,59.94,5246,Advanced,942796,88,2.38,62991,32483,437150,4
256,2034201,0.01,46.38,541,Hard,971561,196,3.57,129816,36541,433096,4
0,4073504,0.01,60.37,5246,4K Hard,1964020,86,3.08,930,1645,468005,4
0,3280686,0.01,42.41,103,Hatsune Miku's Insane,1533832,174,2.66,12296,13744,455928,
0,1531985,0.01,55.82,4142,diuS' Expert,720294,266,3.66,4104,41127,428523,
0,3826470,0.01,81.23,5075,CS' Dusk,1860224,285,3.84,360,5138,464495,4
0,1008444,0.01,0,1,Happiness,471858,88,2.64,20241,60864,408794,
0,1956592,0.01,31.09,6,Hard,936126,126,2.11,88038,35482,434171,
0,768493,0.01,48.25,541,Lunatic,348342,135,2.94,25365,68918,400744,
0,2353368,0.01,53.18,1950,Extra,1126301,221,3.04,4806,27672,441977,
0,1366681,0.01,66.03,5582,Alheak's Extreme,635636,125,2.63,8064,49709,420000,
0,1776801,0.01,54.77,4142,Heartbreak,849740,162,3.05,6921,37431,432197,
0,864824,0.01,48.2,541,CS' Hard,393419,105,2.73,21368,62557,407078,4
64,2328965,0.01,50.51,1950,Normal,1114900,135,2.2,11313,28852,440781,4
0,1303380,0.01,59.93,5246,Flore Albo,618290,330,3.18,8100,51000,418708,
0,1358210,0.01,61.45,5246,Constellation,640409,380,2.99,7076,51849,417808,
0,927487,0.01,53.22,1950,Illuminati:on,429882,87,2.89,35462,62833,406800,
2,866798,0.01,74.13,5648,Extra,398656,117,4.27,81914,61307,408329,4
0,2697005,0.01,50.81,1950,PLUS ULTRA!,1300115,88,2.93,7626,18265,451368,
0,2491234,0.01,52.94,1950,Expert,1195899,210,2.95,12478,25546,444102,
64,3671440,0.01,51.7,1950,Normal,1785022,203,2.06,4213,8031,461603,4
0,2478754,0.01,60.48,5246,Limit Break,1189616,183,3.4,3207,18048,451585,
0,93894,0.01,61.32,5246,Hyper,28121,117,2.91,17962,107438,362753,
0,342423,0.01,46.97,541,Insane,136902,211,2.69,107690,83478,386174,
0,2470942,0.01,64.75,5582,Kowari's Expert,1173059,237,3.11,2882,24812,445083,
0,2836842,0.01,62.35,5246,Illusion,1372170,291,2.91,5456,19415,450283,
0,90490,0.01,58.78,4142,Neko,26892,163,3.15,24849,108355,361266,
64,2452172,0.01,65.98,5582,NORMAL,1159152,114,2.32,41889,25749,443917,4
0,916207,0.01,24.19,1,BANGKE's 4K Normal,407186,177,1.9,412866,62345,407290,4
0,3915293,0.01,34.39,6,Gahyeonln's NOVICE,1864043,109,2.49,5166,5048,464585,4
64,968065,0.01,64.23,5246,Kilimanjaro,451250,187,2.66,280673,62160,407472,
0,1530159,0.01,38.63,25,Kono Dio Da,713688,86,2.82,109143,47958,421745,
0,1783968,0.01,54.04,1950,brotarks' Extreme,853600,98,2.97,59355,37535,432146,
0,1662020,0.01,24.82,2,Pyano: Madali ni keziah,778698,72,1.77,9648,41320,428235,4
0,1357823,0.01,57.55,4142,Insane,620436,85,3.17,12132,47019,422640,
0,2973682,0.01,25.34,2,Fapu's Miles [1600m],1426088,95,2.16,17260,19128,450516,4
0,201075,0.01,55.8,4142,Insane,61846,128,2.62,118278,92841,376628,
0,2830966,0.01,57.96,4142,Aonbharr,1367187,137,3.46,3517,16990,452652,
0,1468210,0.01,56.29,4142,Insane,680338,169,2.87,77382,42222,427425,
0,1490808,0.01,6.75,1,Moskas' Easy,692910,266,1.54,45909,45685,423970,4
0,3716484,0.01,56.43,4142,Radiance,1804246,89,3.06,2608,8436,461115,
0,1611187,0.01,57.11,4142,Insane,766410,88,3.27,7605,45164,424361,
0,2127114,0.01,57.72,4142,Master,1016347,164,3.41,68751,28777,440896,
64,1863248,0.01,60.34,5246,Mirash's Insane,891345,136,2.59,30816,39956,429784,
0,86186,0.01,8.9,1,Normal,24565,87,1.57,502724,109297,360175,
0,2097613,0.01,11.76,1,Normal.,998403,87,1.76,41418,35112,434552,
0,3356674,0.01,35.52,25,Another,1644420,86,2.71,101546,13128,456608,
0,149780,0.01,44.97,541,Akari,48072,91,2.63,73637,98194,371648,
64,1466292,0.01,66.59,5582,Wishful,677861,309,2.97,14724,45969,423650,
0,3371330,0.01,64.91,5582,captin's Extra,1605822,137,3.39,2682,12175,457497,
0,2590940,0.01,48.81,541,AYYNNA'S EXTRA,1246543,161,2.86,12236,25346,444352,
0,4056033,0.01,51.86,1950,!,1956534,153,2.92,2049,1524,468126,
0,3053886,0.01,9.06,1,Normal,1374931,257,1.53,18409,12683,459095,4
256,1403598,0.01,87.05,4716,"Salmon Onigiri ""SHD""",663098,169,5.13,14418,46715,422967,4
0,2217800,0.01,46.91,541,Antarctica,1058971,88,2.52,13815,25571,444062,4
0,1473830,0.01,49.46,541,Expert,695632,92,2.68,20718,49381,420245,
0,793107,0.01,53.55,1950,Taeyang's Insane,358471,89,2.99,116759,66383,403290,
256,790664,0.01,54.78,4142,Storm,358334,69,3.83,55509,68433,401316,4
0,1570142,0.01,48.72,541,Evanescent-'s Extra,622109,84,2.78,82404,42971,426519,
0,2042791,0.01,56.18,4142,Concerto,976086,87,2.9,10836,36170,433473,4
0,1863268,0.01,2.98,1,how2miss' Easy,891356,122,1.13,520884,39610,430068,
0,3625574,0.01,54.74,4142,Special,1769873,225,2.93,7327,9478,460183,
0,3950425,0.01,21.12,1,Normal,1914648,163,2.09,1002,773,468861,4
0,2198640,0.01,54.93,4142,Extreme,1052054,146,4.43,2592,30289,439354,
0,2307246,0.01,51.93,1950,Love Theory,1104203,302,3.29,2901,25317,444223,
0,3704266,0.01,60.82,5246,Hard,1806315,151,2.55,7995,6463,463171,
0,1496389,0.01,52.31,1950,NiNo's Extra,706150,213,2.85,106398,48320,421317,
0,3683023,0.01,62.32,5246,Collab Insane,1680621,236,3.1,1001,8985,460671,
0,2059205,0.01,28.82,2,Hard,984149,59,2.02,63045,36113,433515,4
0,1367861,0.01,58.59,4142,Drop's EXTR4,616696,111,3.46,24264,49336,420296,
0,3395008,0.01,35.04,25,Insane,1620247,163,2.59,75010,13438,456280,
0,871794,0.01,2.54,1,Easy,366864,63,0.85,684536,64016,405629,
0,299167,0.01,26.87,2,Bloody,115873,72,2.6,286268,85928,383536,
0,3634667,0.01,61.34,5246,DISCONTINUOUS,1774999,242,3.44,1794,9926,459735,
0,3105314,0.01,47.27,541,spicy,1516867,43,3.67,4231,13348,456342,
0,2740135,0.01,58.35,4142,Hard,1322072,56,2.89,4733,21790,448318,
64,1236582,0.01,62.04,5246,Linada's Egao,584520,86,2.44,422594,52535,417129,
0,2380756,0.01,10.34,1,Easy,1139736,88,1.47,34065,26537,443107,4
0,1469338,0.01,59.79,5246,den0saur's Insane,691220,106,3.26,14940,44596,424923,
256,2393142,0.01,54.46,1950,Murumoo's EXHAUST,1066161,108,3.71,49802,25458,444034,4
0,1863464,0.01,20.42,1,lfj's Insane,891441,119,2.62,14589,39889,429793,
0,1543364,0.01,44.5,541,Ts8zs' Insane,670800,87,2.53,36288,46252,423455,
2,1022525,0.01,59.93,5246,Starry's Insane,478273,89,4.37,181678,61629,408012,4
64,1848332,0.01,84.78,4716,Insane,881601,76,2.74,63846,40673,428908,
0,516805,0.01,21.98,1,Normal,218098,85,2.1,98247,76433,393200,
0,3808185,0.01,71.3,5648,CS' Dance of Suigetsu,1745942,287,4.06,727,5570,464117,4
0,3211514,0.01,64.45,5246,BASENDONALDS' EXTRA,1479179,343,3.35,30357,16264,453380,
0,822560,0.01,3.9,1,EZ,368064,137,1.48,73841,66210,403428,4
0,2962115,0.01,39.5,103,Relentless,1439651,306,4.33,2600,16914,452735,
0,3008156,0.01,68.92,5582,HAPPY END,1370608,142,4.15,3216,18234,451408,
0,2744035,0.01,62.81,5246,Lalarun's Extreme,1324798,191,3.09,834,583,468958,
0,3944553,0.01,47.62,541,Mikan's Extra,1911528,85,3.1,4475,4902,464733,
0,2229508,0.01,57.45,4142,Akitoshi Goes Kirito Mode,1064829,103,2.9,43992,29652,439985,
0,1601789,0.01,14.15,1,Normal,761801,84,1.91,210123,37592,431943,
0,1036734,0.01,59.55,5246,Euny's Extra,473049,210,2.88,8209,60437,409282,
0,1657467,0.01,54.85,4142,Down's Extra,779107,162,2.82,42957,44859,424758,
256,2943155,0.01,57.49,4142,EXPERT,1429690,131,3.85,50006,17322,452331,4
0,3912257,0.01,70.96,5648,Insane,1894128,88,3.76,1001,5185,464448,4
0,1017998,0.01,2.54,1,pkhg's easy,472742,95,1.26,37584,45559,424097,
64,3689470,0.01,61.6,5246,Normal,1799685,89,2.16,2849,7894,461740,4
0,3718752,0.01,55.12,4142,Blooming Smile,1812791,219,2.82,12476,7398,462227,
0,2940249,0.01,37.83,25,4K Trust You,1428082,85,2.67,4056,8984,460655,4
0,2603014,0.01,52.65,1950,FuJu's Insane,1247712,253,2.73,21015,23769,445870,
256,1766063,0.01,62.44,5246,you and i,844228,246,4.13,23139,37427,432207,4
0,3264473,0.01,64.63,5582,Insane,1594210,254,3.57,1746,9746,459935,
0,2577239,0.01,51.71,1950,Fragmented's RING THE ALARM,1236230,159,2.97,3386,21632,448236,
0,3121101,0.01,64.57,5582,10101,1525478,324,3.61,11746,16469,453164,
0,1398933,0.01,44.28,103,Tofu's 4K HD,657205,56,2.69,25515,45628,424005,4
64,3033760,0.01,78.56,5440,HD,1475460,89,2.62,3560,8093,461545,4
64,771808,0.01,53.21,1950,F_C's Novice,349345,112,2.17,60364,68389,401348,4
64,1303170,0.01,60.29,5246,Hard,618173,60,2.29,22671,45573,424060,4
64,2229755,0.01,64.32,5246,Normal,1064967,128,2.24,24831,31577,438104,4
64,76770,0.01,63.04,5246,Hard,22228,151,2.35,57297,110306,360231,
0,1443372,0.01,6.21,1,EZ,682518,29,1.46,74106,42200,427482,4
0,2503373,0.01,8.63,1,Easy,1166478,42,1.56,47538,26890,442714,4
0,1983080,0.01,58.03,4142,404's Expert,942714,93,2.79,4455,35169,434346,
0,85867,0.01,55.76,4142,Hard,25356,173,2.99,9021,105351,364120,
0,3042260,0.01,57.97,4142,Pledge,1483290,223,2.79,2299,14998,454660,
0,2711135,0.01,50.47,1950,too's Insane,1158494,195,2.97,39697,22376,447326,
0,2856841,0.01,53.33,1950,Hard,1278216,213,2.56,8614,20919,448746,4
2,988474,0.01,54.53,4142,Another,366126,123,4.35,112239,58451,411208,4
0,3900737,0.01,73.35,5648,Zeta: Non-trivial,1889101,120,4.54,736,2927,466793,
0,3104529,0.01,63.33,5246,toybot & Sajinn's Expert,1465638,218,2.86,3445,16202,453432,
0,3648544,0.01,60.15,5246,Relentless Heartache,1781620,263,3.4,8830,8117,461547,
0,1609585,0.01,1.29,1,Easy,690240,88,1.25,31824,41586,428049,4
0,2107708,0.01,39.2,25,Insane,1007069,153,2.46,38466,31554,438153,
